Date,Daily Average,Record High Daily Average,Year1,Record Low Daily Average,Year2,Average High,Lowest High,Year3,Record High,Year4,Average Low,Highest Low,Year5,Record Low,Year6,Years
11-Aug,87.3,91.6,2023,83.7,2002,88.4,84.2,2002,93.2,2023,86.4,90.5,2023,83.1,2002,25
12-Aug,87.3,91.6,2023,84,1994,88.4,85.1,1994,92.5,2023,86.4,90.9,2023,83.3,2002,23
13-Aug,87.3,90.9,2020,83.1,1994,88.3,84.2,1994,91.9,2020,86.4,90,2023,81.9,1994,23
14-Aug,87.3,90.9,2020,83.1,1994,88.3,84,1994,92.1,2020,86.4,90.1,2020,82.4,1994,24
15-Aug,87.3,91,2020,83.7,1994,88.3,85.3,1994,92.3,2020,86.4,90.1,2020,82.8,1994,24
16-Aug,87.2,90.9,2020,84.9,1994,88.3,86.4,2003,92.8,2020,86.3,89.6,2017,83.7,1994,23
17-Aug,87.2,91.1,2020,85.7,2003,88.2,86.7,2000,93,2020,86.3,89.8,2020,84.7,2003,23
18-Aug,87.2,90.9,2020,85.6,2000,88.2,86.2,2000,92.7,2020,86.3,89.8,2020,84.9,2000,24
19-Aug,87.2,90.2,2017,85.5,1999,88.2,85.8,1999,91.8,2010,86.3,88.9,2010,84.6,2003,26
20-Aug,87.1,90.4,2021,84.5,2003,88.1,85.3,1996,91.9,2021,86.2,89.2,2021,83.7,2003,23
21-Aug,87.1,90.7,2021,83.5,2003,88.1,84,2003,92.5,2021,86.2,88.9,2021,82.9,2003,22
22-Aug,87.1,91.4,2021,83.9,1996,88.1,84.6,1996,92.8,2021,86.2,90.1,2021,82.9,2003,23
23-Aug,87,91.8,2021,83.5,1996,88,84.2,1999,92.8,2021,86.2,90.7,2021,82.8,1996,24
24-Aug,87,91.3,2021,83.1,1996,88,83.8,1996,91.9,2021,86.1,90.3,2021,82.6,1996,25
25-Aug,87,90.5,2021,83.3,1995,87.9,83.7,1995,91.4,2021,86.1,88.9,2022,82.6,1995,24
26-Aug,86.9,90.1,2022,82.6,2005,87.9,83.5,2012,90.9,2022,86,89.1,2022,81.5,2012,25
27-Aug,86.9,89.8,2022,81.1,2012,87.8,81.3,2012,90.5,2022,86,89.2,2022,81,2012,26
28-Aug,86.8,89.9,2020,81.3,2012,87.8,83.3,2012,91.2,2020,86,88.9,2020,80.4,2012,25
29-Aug,86.8,90.7,2020,82.9,2012,87.7,84.4,2012,92.1,2020,85.9,89.8,2020,81.9,2012,26
30-Aug,86.7,91,2020,83.8,2006,87.7,84.9,2000,92.3,2020,85.9,90.3,2020,82.8,2012,26
31-Aug,86.7,91.3,2021,83.2,2006,87.6,84.4,2006,92.5,2021,85.8,90.1,2021,82.2,2006,25
01-Sep,86.6,91.5,2020,84.1,2006,87.6,85.1,2006,92.7,2020,85.8,90.5,2020,83.1,2006,25
02-Sep,86.6,91.2,2020,84.2,2006,87.5,84.9,2006,91.8,2020,85.7,90.3,2020,82.8,1995,25
03-Sep,86.5,90.8,2020,83.1,2018,87.5,84.6,2018,91.8,2020,85.7,89.8,2020,82.2,2018,26
04-Sep,86.5,90.6,2020,82.5,2004,87.4,84.2,2018,91.4,2020,85.7,89.6,2020,80.1,2004,26
05-Sep,86.4,90.4,2020,79.5,2004,87.4,80.1,2004,91,2020,85.6,89.8,2020,79,2004,25
06-Sep,86.4,89.8,2021,79.8,2004,87.3,81.1,2004,91,2021,85.5,88.9,2021,78.8,2004,24
07-Sep,86.3,90.1,2021,80.5,2004,87.2,81,2004,91,2022,85.5,89.2,2021,80.1,2004,25
08-Sep,86.2,90.2,2021,81.1,2004,87.2,82.4,2004,90.5,2021,85.4,89.6,2021,80.1,2004,25
09-Sep,86.2,90.3,2021,82.4,2004,87.1,84.2,2004,91.2,2021,85.4,89.4,2021,81,2004,24
10-Sep,86.1,90.7,2021,82.1,2017,87,84.4,2017,91.4,2021,85.3,89.6,2021,80.4,2017,24
11-Sep,86,91,2021,83.6,2004,86.9,84.2,1995,91.9,2021,85.2,90,2021,82.4,2004,22
12-Sep,86,90.5,2021,83.7,2004,86.9,84.4,2001,91,2021,85.2,90,2021,82.4,2004,23
13-Sep,85.9,89.5,2021,82.9,1994,86.8,83.8,2001,90.1,2022,85.1,88.7,2022,81.7,1994,22
14-Sep,85.8,89,2021,81.3,1994,86.7,81.9,1994,90.1,2021,85,88.2,2021,81,2001,24
15-Sep,85.7,89.8,2021,81.1,2001,86.6,81.9,2001,91,2021,84.9,88.9,2021,80.4,2001,24
16-Sep,85.6,89.9,2021,81.5,2001,86.5,82.6,1998,90.7,2021,84.8,89.2,2021,80.6,2001,24
17-Sep,85.6,89.8,2021,81.4,1998,86.4,82.2,1998,90.7,2021,84.8,89.2,2021,79.9,2001,24
18-Sep,85.5,89.5,2021,82,1998,86.3,82.6,1998,90.3,2021,84.7,88.9,2021,81.5,2001,24
19-Sep,85.4,89.8,2021,82.4,1998,86.2,82.9,1998,90.5,2021,84.6,89.1,2021,81.9,2001,24
20-Sep,85.3,90.2,2021,82.7,2001,86.1,83.5,2001,91.2,2021,84.5,89.4,2021,82,2010,24
21-Sep,85.2,90,2021,82.4,1999,86,83.3,1999,90.9,2021,84.4,89.6,2021,81.7,1999,24
22-Sep,85.1,89.1,2021,81.7,1999,85.9,82.9,1999,90,2018,84.3,88.3,2021,81.1,1999,23
23-Sep,85,89,2021,81.6,2004,85.8,82.9,2004,90,2021,84.2,88,2021,80.6,2004,23
24-Sep,84.9,89.4,2021,81.7,2004,85.7,82.4,1999,90.1,2021,84.1,88.5,2021,80.8,2004,23
25-Sep,84.8,89.6,2021,80.7,2004,85.6,81.5,1999,90.3,2021,84,88.9,2021,79.3,2004,23
26-Sep,84.7,89.3,2021,79.5,2004,85.5,80.2,2004,90,2021,83.9,88.5,2021,78.8,2004,25
27-Sep,84.5,88,2021,80,2004,85.4,81.1,2004,88.7,2021,83.8,87.3,2021,79,2004,25
28-Sep,84.4,87.7,2018,80.8,2004,85.3,81.9,2004,88.2,2018,83.7,86.7,2018,80.1,2004,24
29-Sep,84.3,87.3,2020,81.5,2022,85.2,82,2022,88.3,2020,83.5,86.5,2020,80.8,2004,25
30-Sep,84.2,87.7,2020,81,2022,85.1,81.7,2022,88.9,2020,83.4,86.9,2020,79.9,2022,25
01-Oct,84.1,87.5,2020,80.6,1994,84.9,81.3,1994,88.5,2020,83.3,86.7,2020,79.7,2001,25
02-Oct,84,87.3,2020,80.3,2001,84.8,81.3,2001,87.6,2020,83.2,86.9,2020,79.3,2001,25
03-Oct,83.8,86.3,2020,80,2001,84.7,80.6,2001,87.3,2014,83.1,86,2020,79,2001,22
04-Oct,83.7,86.3,2014,80,2001,84.6,81.3,2001,87.3,2014,82.9,85.5,2014,79,2001,23
05-Oct,83.6,86.1,2020,80.9,2001,84.4,81.7,2001,86.7,2020,82.8,85.3,2020,80.1,2001,22
06-Oct,83.5,86.3,2009,80,2010,84.3,81,2010,87.3,2021,82.7,85.6,2009,79.5,2010,22
07-Oct,83.3,87.2,2021,78.8,2010,84.2,79.5,2010,88.2,2021,82.5,86.4,2021,77.5,2010,23
08-Oct,83.2,87.8,2021,78.8,2010,84,79.9,2010,88.3,2021,82.4,86.9,2021,77.7,2010,23
09-Oct,83.1,87.7,2021,79.2,2010,83.9,80.1,2010,88.3,2021,82.3,86.9,2021,78.3,2011,23
10-Oct,82.9,87.5,2021,79.6,2010,83.8,80.2,2010,88,2021,82.1,86.5,2009,78.6,2010,23
11-Oct,82.8,87.4,2021,78.2,2000,83.6,78.8,2000,88.1,2009,82,86.5,2021,76.8,2000,23
12-Oct,82.6,87.3,2021,78.1,2000,83.5,79.2,2000,88.2,2021,81.8,86.4,2021,76.8,2000,23
13-Oct,82.4,87.6,2021,77.7,2000,83.3,78.6,2000,88.5,2021,81.6,86.7,2021,76.6,2000,23
14-Oct,82.3,87.8,2021,77.3,2000,83.1,78.1,2000,88.7,2021,81.5,87.1,2021,75.7,2000,23
15-Oct,82.1,87.7,2021,77.3,2000,83,78.1,2000,88.2,2021,81.3,87.1,2021,76.1,2000,22
16-Oct,82,87.4,2021,77.5,2000,82.8,78.4,2000,88.2,2021,81.2,86.7,2021,76.1,2000,22
17-Oct,81.8,87.5,2021,77.8,2000,82.7,78.8,2000,88.5,2021,81,86.7,2021,76.3,2000,21
18-Oct,81.6,86.4,2021,78.4,2000,82.5,78.8,2011,87.6,2021,80.8,85.6,2021,76.6,2000,23
19-Oct,81.5,84.7,2021,78.1,1994,82.4,78.6,2011,86.2,2021,80.7,83.7,2021,75.6,2009,22
20-Oct,81.3,84.7,2018,78.1,2011,82.2,79,2011,86.2,2018,80.5,83.5,2018,76.3,2009,22
21-Oct,81.1,85,2018,77.2,2011,82,77.9,2011,86,2018,80.3,84.4,2018,76.3,2011,21
22-Oct,81,83.9,2013,76.4,2011,81.9,77.5,2011,84.9,2018,80.1,83.1,2013,75.2,2011,22
23-Oct,80.8,84,2013,77,2011,81.7,78.3,2011,84.6,2021,79.9,83.3,2013,76.3,2011,23
24-Oct,80.6,84.3,2021,77.2,2000,81.5,77.9,2000,84.9,2021,79.8,83.3,2021,76.3,2000,21
25-Oct,80.4,85,2021,75.5,2005,81.4,77.5,2005,85.6,2021,79.6,84.4,2021,74.7,2005,22
26-Oct,80.3,86.1,2021,73.7,2005,81.2,75,2005,87.4,2021,79.4,84.6,2021,73,2005,21
27-Oct,80.1,86.6,2021,73.2,2005,81,74.3,2005,87.4,2021,79.2,85.6,2021,72.1,2005,22
28-Oct,79.9,86.8,2021,73.8,2005,80.8,75.6,2005,87.8,2021,79,86,2021,72.9,2005,22
29-Oct,79.7,86.2,2021,74.8,2001,80.6,75.9,2012,86.9,2021,78.8,85.5,2021,73.8,2005,23
30-Oct,79.5,85.4,2020,73.7,2012,80.5,74.1,2012,86.7,2020,78.6,84.6,2020,73,2012,23
31-Oct,79.4,85.6,2020,73.3,2012,80.3,75.2,2001,86.4,2020,78.5,84.9,2020,71.8,2012,21
01-Nov,79.2,85.1,2020,74.2,2012,80.2,75.9,2005,85.8,2020,78.3,84.2,2020,72.1,2012,22
02-Nov,79.1,84.2,2020,74.9,2014,80,76.3,2014,85.5,2020,78.2,82.8,2021,72.7,2012,23
03-Nov,78.9,83.5,2009,74.2,2014,79.9,76.1,2014,84.3,2009,78,82.8,2009,72.3,2014,22
04-Nov,78.8,83.3,2009,73.8,2014,79.7,76.5,2014,83.8,2009,77.8,82.6,2009,72.5,2014,22
05-Nov,78.6,82.3,2009,73.8,2014,79.6,75.7,2014,83.4,2009,77.7,81.9,2015,72,2014,23
06-Nov,78.5,81.8,2015,74.3,2014,79.4,76.1,2014,82.9,2015,77.5,80.8,2015,72.3,2010,22
07-Nov,78.3,82.2,2015,73.3,2010,79.3,75.2,2014,83.3,2015,77.4,81.5,2015,69.8,2010,22
08-Nov,78.2,82.5,2015,73,2010,79.1,75.6,2001,83.5,2015,77.2,81.7,2015,71.1,2010,22
09-Nov,78,82.7,2015,72.6,2010,79,74.7,2010,83.8,2015,77.1,81.9,2015,71.4,2010,23
10-Nov,77.9,83,2015,73.1,2010,78.9,74.8,2010,84,2015,76.9,82.4,2015,71.6,2010,23
11-Nov,77.7,83.2,2015,73.2,2012,78.7,74.7,2012,84.2,2015,76.8,82.6,2015,71.8,2012,24
12-Nov,77.6,83.3,2015,73.5,2012,78.6,75,2011,84,2015,76.6,82.6,2015,72,2012,24
13-Nov,77.4,83.4,2015,73.6,1996,78.4,74.7,1996,84,2015,76.5,82.9,2015,72.5,1996,24
14-Nov,77.3,82.8,2018,73.2,1996,78.3,75.4,1996,83.7,2018,76.3,82.2,2018,72,1996,24
15-Nov,77.2,83,2018,73.6,1995,78.2,75.2,1995,83.7,2018,76.2,82.6,2018,72.1,1995,24
16-Nov,77,82.8,2020,72.6,1995,78,74.1,1996,83.1,2020,76.1,82.2,2020,70.5,1995,24
17-Nov,76.9,82.5,2020,72.4,1996,77.9,74.1,1995,83.1,2020,75.9,81.7,2020,71.4,1996,24
18-Nov,76.8,80.6,2020,72,1996,77.8,73.4,1996,82,2020,75.8,79.2,2020,71.1,1996,24
19-Nov,76.6,79.3,2015,71.9,1996,77.7,73.9,1996,80.4,2021,75.6,78.6,2015,71.2,1996,24
20-Nov,76.5,80.1,2021,73.2,1996,77.5,74.7,2014,80.6,2021,75.5,79.3,2015,71.6,1996,24
21-Nov,76.4,80.5,2021,73.9,1996,77.4,75.2,2010,81.5,2021,75.4,79.5,2021,72.7,2012,24
22-Nov,76.2,81.5,2021,72.7,2000,77.3,75,2010,82.4,2021,75.2,80.6,2021,70.5,2000,24
23-Nov,76.1,80.2,2021,71.8,2000,77.2,73.4,2000,81.9,2021,75.1,78.8,2021,70.7,2000,24
24-Nov,76,79.4,2018,70.6,2000,77,72,2000,80.1,2020,75,78.6,2018,69.6,2000,24
25-Nov,75.9,80,2022,71.6,2000,76.9,72.5,2000,80.6,2022,74.9,79.2,2022,70.3,2000,24
26-Nov,75.7,80.5,2022,71.8,2012,76.8,72.7,2012,81.1,2022,74.7,79.5,2022,70.3,1995,24
27-Nov,75.6,80.9,2022,71.9,2012,76.7,72.9,2012,81.3,2022,74.6,80.1,2022,71.2,2012,23
28-Nov,75.5,81.2,2022,72.6,2000,76.6,73.6,1996,81.9,2022,74.5,80.1,2022,70.3,2000,24
29-Nov,75.4,80.9,2022,71.8,2014,76.5,73.2,2014,81.3,2022,74.4,80.2,2022,70.7,2014,23
30-Nov,75.3,80.4,2022,71,1996,76.4,71.8,1996,80.8,2022,74.3,79.7,2022,70,2014,22
01-Dec,75.2,80.3,2022,70.5,1996,76.3,71.2,1996,80.6,2022,74.1,79.7,2022,69.6,1996,23
02-Dec,75.1,78.8,2022,71.2,1999,76.2,72.7,1996,79.3,2022,74,78.3,2022,70,1999,23
03-Dec,74.9,78,1994,70.3,1999,76.1,72.7,2011,79.5,2021,73.9,77.2,1994,69.4,1999,23
04-Dec,74.8,78.1,1994,69.5,1999,76,70,1999,78.8,2015,73.8,77.4,1994,68.9,1999,23
05-Dec,74.7,78.2,2021,69.4,1999,75.9,69.8,1999,79.5,2021,73.7,77.7,1994,68.9,1999,23
06-Dec,74.6,79.1,2021,70.1,1999,75.8,71.1,1999,79.9,2021,73.6,77.7,2021,68.9,2010,23
07-Dec,74.5,79.5,2021,68.6,2010,75.7,70.9,2010,80.2,2021,73.5,78.4,1994,66.6,2010,24
08-Dec,74.4,80.1,2021,67.5,2010,75.6,70.5,2010,81,2021,73.4,79,1994,65.5,2010,24
09-Dec,74.3,80.8,2021,67.5,2010,75.5,70,2010,81.9,2021,73.3,79.5,2021,65.1,2010,24
10-Dec,74.2,81.5,2021,68.4,2010,75.4,70,2003,82.2,2021,73.2,80.4,2021,65.5,2010,24
11-Dec,74.1,81.5,2021,68.8,2003,75.3,70,2003,82.2,2021,73,80.8,2021,66.9,2010,24
12-Dec,74,81.7,2021,69.2,2003,75.2,69.8,1996,82.6,2021,72.9,80.8,2021,67.3,2010,24
13-Dec,73.9,81.5,2021,67.1,2010,75.1,70.9,2010,82.2,2021,72.8,81,2021,64.6,2010,24
14-Dec,73.8,80.9,2021,66.5,2010,75,69.8,2010,81.5,2021,72.7,80.6,2021,63,2010,24
15-Dec,73.7,80.4,2021,64.7,2010,74.9,68.7,2010,81.3,2021,72.6,79.7,2021,62.4,2010,22
16-Dec,73.6,80.2,2021,69.1,2004,74.8,70.5,2003,80.8,2021,72.5,79.5,2021,67.8,2004,22
17-Dec,73.5,79.8,2021,68.6,2004,74.7,70,2003,80.4,2021,72.4,79.2,2021,67.5,2004,22
18-Dec,73.4,80,2021,64.9,2010,74.6,67.5,2010,80.6,2021,72.3,79.3,2021,62.8,2010,24
19-Dec,73.3,80.3,2021,67.3,2003,74.6,68.9,1997,80.8,2021,72.2,79.7,2021,65.5,2003,23
20-Dec,73.3,80.7,2021,66.8,2003,74.5,68.5,1997,81.5,2021,72.1,80.1,2021,65.1,2003,23
21-Dec,73.2,80.7,2021,65.7,2003,74.4,68.7,2003,81.5,2021,72,79.7,2021,63,2003,22
22-Dec,73.1,79.2,2021,66.3,2003,74.3,69.1,2004,80.1,2021,71.9,77.4,2021,64.4,2003,24
23-Dec,72.9,77.3,2021,67.4,2003,74.2,69.4,2004,78.6,2021,71.8,75.9,1999,64.9,2003,23
24-Dec,72.9,76.7,2015,67.3,2003,74.1,69.1,2003,77.5,2015,71.7,76.1,2015,65.5,2003,22
25-Dec,72.8,77.3,2015,66.5,2003,74,67.3,2003,78.1,2015,71.5,76.8,2015,63.3,1995,24
26-Dec,72.6,77.6,2015,66.5,1995,73.9,68.5,2010,78.4,2021,71.4,77,2015,64,1995,23
27-Dec,72.5,78.3,2021,65.3,1995,73.8,67.8,1995,79.5,2021,71.3,77,2021,63.7,1995,23
28-Dec,72.4,78.9,2021,65.3,1995,73.8,67.1,1995,79.9,2021,71.2,78.1,2021,64,1995,23
29-Dec,72.4,78.6,2021,65.8,1995,73.7,69.4,2005,79.5,2021,71.2,77.7,2021,63.1,1995,23
30-Dec,72.3,79.2,2021,66.7,1995,73.6,69.1,1995,80.4,2021,71.1,78.3,2021,64.9,1995,23
31-Dec,72.2,80.2,2021,67,2000,73.5,68.4,1995,81.5,2021,71,79.3,2021,64.8,2000,23
